Year,Authors,Title,Publication,Volume,Number,Pages,Publisher,DOIs,Relevant? Cody review,Notes,Found pdf?,Has supplementary materials? (yes/no),Is supplementary material in folder?,Supplementary material file name,Who is looking for this paper? (Initials)
2018,"Rolland, Jonathan; Silvestro, Daniele; Schluter, Dolph; Guisan, Antoine; Broennimann, Olivier; Salamin, Nicolas; ",The impact of endothermy on the climatic niche evolution and the distribution of vertebrate diversity,Nature Ecology and Evolution,2,,459-464,,10.1038/s41559-017-0451-9,,,Yes,No,NA,NA,ERC
2018,"Scherbinski, Jennie J.; ",The influence of microclimate and local adaptation for a climate-sensitive species (Aplodontia ruff),,,,,Humboldt State University,,,,Yes,No,NA,NA,ERC
2018,"Shi, Jeff J.; Westeen, Erin P.; Katrien, Nathan T.; Dumont, Elizabeth R.; Rabosky, Daniel L.; ",Ecomorphological and phylogenetic controls on sympatry across extant bats,Journal of Biogeography,,,,Wiley,10.1111/jbi.13353,,,Yes,No,NA,NA,ERC
2018,"Shi, Jeff J.; Westeen, Erin P.; Rabosky, Daniel L.; ",Digitizing extant bat diversity: An open-access repository of 3D μCT-scanned skulls for research and education,PLOS One,,,,,10.1371/journal.pone.0203022,,,Yes,Yes,,,ERC
2018,"Smith, Jeffrey R.; Letten, Andrew D.; Ke, Po-Ju; Anderson, Christopher B.; Hndershot, J. Nicholas; Dhami, Manpreet K.; Dlott, Glade A.; Grainger, Tess N.; Howard, Meghan E.; Morrison, Beth M. L.; ",A global test of ecoregions,Nature Ecology and Evolution,2,,1889-1896,,10.1038/s41559-018-0709-x,,,Yes,Yes,Yes,Zookeys2018,ERC
2018,"Taylor, Peter J.; Neef, Gott; Keith, Mark; Weier, Sina; Monadjem, Ara; Parker, Daniel M.; ","Tapping into technology and the biodiversity informatics revolution: updated terrestrial mammal list of Angola, with new records from the Okavango Basin",ZooKeys,779,,51-88,,10.3897/zookeys.779.25964,,,Yes,No,NA,NA,ERC
2018,"Ureta, Carolina; Cuervo-Robayo, Angela P.; Calixto-Perez, Edith; Gonzalez-Salazar, Constantino; Fuentes-Conde, Emiliano; ","Tapping into technology and the biodiversity informatics revolution: updated terrestrial mammal list of Angola, with new records from the Okavango Basin",Atmosfera,31,3,221-254,,,,Zotero has this listed twice but with two different authors,No,No,NA,NA,ERC
2018,"Walsh, LL; Tucker, PK; ",Contemporary range expansion of the Virginia opossum (Didelphis virginiana) impacted by humans and snow cover,Canadian Journal of Zoology,96,2,107-115,NRC Research Press,10.1139/cjz-2017-0071,,,Yes,No,NA,NA,ERC
2018,,Mammal collections of the Western Hemisphere: a survey and directory of collections,Journal of Mammalogy,99,6,1307-1322,Oxford,10.1093/jmammal/gyy151,,,Yes,Yes,,,ERC
2017,"Edler, Daniel; Guedes, Thaís; Zizka, Alexander; Rosvall, Martin; Antonelli, Alexandre; ",Infomap Bioregions: Interactive Mapping of Biogeographical Regions from Species Distributions,Systematic Biology,66,2,197-204,,10.1093/sysbio/syw087,,,Yes,No,NA,NA,ERC
2017,"Jiménez, Beatriz Otero; Li, Kevin; Vandermeer, John H; Tucker, Priscilla; ",Of mice and coffee: Identifying landscape drivers of dispersal for a tropical small mammal in coffee farms,2017 ESA Annual Meeting (August 6--11),,,,ESA,,,Citation only,No,No,NA,NA,ERC
2017,"Kurta, Allen; ",Mammals of the Great Lakes region,,,,,University of Michigan Press,,,Hard-copy book only,No,No,NA,NA,ERC
2017,"Kyriazis, Christopher C; Bates, John M; Heaney, Lawrence R; ",Dynamics of genetic and morphological diversification in an incipient intra‐island radiation of Philippine rodents (Muridae: Bullimus),Journal of Biogeography,44,11,2585-2594,Wiley Online Library,10.1111/jbi.13063,,,Yes,No,NA,NA,ERC
2017,"LaPoint, Scott; Keicher, Lara; Wikelski, Martin; Zub, Karol; Dechmann, Dina K. N.; ",Growth overshoot and seasonal size changes in the skulls of two weasel species,Royal Society Open Science,5,160947,,The Royal Society Publishing,10.1098/rsos.160947,,,Yes,Yes,,,ERC
2017,"Maghsoudlou, Abdolvahab; Momtazi, Farzaneh; Nasiri, Khadijeh; Pazooki, Samaneh; Molavi-Arabshahi, Mahboubeh; Sepahvand, Vahid; Hekmatara, Maryam; Khaledi, Hoda; ",A review on the state of the biodiversity knowledge on Iran’s southern seas: introducing a methodology to evaluate the validity of the reported cases,Marine Biodiversity,,,1-19,,10.1007/s12526-017-0835-8,,,Yes,No,NA,NA,ERC
2017,"Pardiñas, UFJ; Myers, P; León-Paniagua, L; Ordóñez Garza, N; Cook, JA; Kryštufek, B; Haslauer, R; Bradley, RD; Shenbrot, GI; Patton, JL; ","Family Cricetidae (true hamsters, voles, lemmings and New World rats and mice)",Handbook of the Mammals of the World,7,,204-279,Lynx Edicions Barcelona,,,Citation only,No,No,NA,NA,ERC
2017,"Quan, Q.; Che, X.; Wu, Yongjie, Wu, Yunchun; Zhang, Qiang; Zhang, Min; Zou, Fasheng; ",Effectiveness of protected areas for vertebrates based on taxonomic and phylogenetic diversity,Conservation Biology,32,2,355-365,Wiley,10.1111/cobi.12986,,,Yes,No,NA,NA,ERC
2017,"Rodrigues do Prado, Joyce; Reis Percequillo, Alexandre; ","Systematic studies of the genus Aegialomys Weksler et al., 2006 ( Rodentia: Cricetidae: Sigmodontinae): geographic variation, species delimitation, and biogeography",Journal of Mammalian Evolution,,,,Springer,10.1007/s10914-016-9360-y,,,Yes,No,NA,NA,ERC
2017,"RUEDAS, LUIS A; SILVA, SOFIA MARQUES; FRENCH, JOHNNIE H; PLATT II, ROY NELSON; SALAZAR–BRAVO, JORGE; MORA, JOSE M; THOMPSON, CODY W; ","MISCELLANEOUS PUBLICATIONS MUSEUM OF ZOOLOGY, UNIVERSITY OF MICHIGAN, NO. 205",Ann Arbor,,,,,,,,Yes,No,NA,NA,ERC
2017,"Ruedas, Luis A.; Marques Silva, Sofia; French, Johnnie F.; Platt II, Roy Nelson; Salazar-Bravo, Jorge; Mora, Jose M.; Thompson, Cody W.; ","A prolegomenon to the systematics of South American cottontail rabbits (Mammalia, Lagomorpha, Leporidae: Sylvilagus): Designation of a neotype for S. brasiliensis (Linnaeus, 1758), and restoration of S. andinus (Thomas, 1897) and S. tapetillus Thomas","Miscellaneous Publications, Museum of Zoology, University of Michigan",,2015,1-67,,,,,Yes,Yes,Yes,NOTES_ RANGE EXTENSION OF THE VIRGINIA OPOSSUM (DIDELPHIS VIRGINI,ERC
2017,"Sancha, Noé U; López-González, Celia; D'Elia, Guillermo; Myers, Philip; Valdez, Lourdes; Ortiz, María Luisa; ",An annotated checklist of the mammals of Paraguay,Therya,8,3,241-260,Centro de Investigaciones Biológicas del Noroeste,10.12933/therya-17-473,,,Yes,No,NA,NA,ERC
2017,"Sarver, Brice AJ; Keeble, Sara; Cosart, Ted; Tucker, Priscilla K; Dean, Matthew D; Good, Jeffrey M; ",Phylogenomic insights into mouse evolution using a pseudoreference approach,Genome Biology and Evolution,9,3,726-739,Oxford University Press,10.1093/gbe/evx034,,,Yes,No,NA,NA,ERC
2017,"Tague, Robert G.; ",Sacral variability in tailless species: Homo sapiens and Ochotona princeps,The Anatomical Record,300,,798-809,"Wiley Periodicals, Inc.",10.1002/ar.23555,,,Yes,No,NA,NA,ERC
2017,"Troudet, Julien; Grandcolas, Philippe; Blin, Amandine; Vignes-Lebbe, Régine; Legendre, Frédéric; ",Taxonomic bias in biodiversity data and societal preferences,Scientific Reports,7,9132,,,10.1038/s41598-017-09084-6,,,Yes,No,NA,NA,ERC
2017,"Walsh, Lisa L.; Seabloom, Robert; Thompson, Cody W.; ",Range extension of the Virginia opossum (Didelphis virginiana) in North Dakota,Prairie Naturalist,49,2,31-34,,,,,Yes,No,NA,NA,ERC
2017,"Woodman, Neal; Timm, Robert M.; ",A new species of small-eared shrew in the Cryptotis thomasi species  group from Costa Rica (Mammalia: Eulipotyphla: Soricidae),Mammal Research,62,,89-101,Springer,10.1007/s13364-016-0289-6,,,Yes,No,NA,NA,ERC
2017,"Zelditch, Miriam L.; Ye, Ji; Mitchell, Jonathan S.; Swiderski, Donald L.; ",Rare ecomorphological convergence on a complex adaptive landscape: Body size and diet mediate evolution of jaw shape in squirrels (Sciuridae),Evolution,71,3,633-649,,10.1111/evo.13168,,,Yes,No,NA,NA,ERC
2016,"Alexander, Nathan; ",Genetic structure and connectivity of the endangered Giant Kangaroo Rat (Dipodomys ingens) in a heterogeneous environment,,,,,Humboldt State University,,,,Yes,No,NA,NA,ERC
2016,"Brzeski, Kristin E.; DeBiasse, Melissa B.; Rabon, David R.; Chamberlein, Michael J.; Taylor, Sabrina S.; ",Mitochondrial DNA variation in southeastern pre-Columbian canids,Journal of Heredity,107,3,287-293,American Genetic Association,10.1093/jhered/esw002,,,Yes,Yes,,,ERC
2016,"Cooper, John E.; Hull, Gordon; ",Gorilla Pathology and Health With a Catalogue of Preserved Materials,,,,,Academic Press,,,eBook that would have to be purchased,No,No,NA,NA,ERC
2016,"Espindola, Anahi; Ruffley, Megan; Smith, Megan, L.; Carstens, Bryan C.; Tank, David C.; Jack, Sullivan; ",Identifying cryptic diversity with predictive phylogeography,Proceedings of the Royal Society B,283,1841,,,10.1098/rspb.2016.1529,,,Yes,Yes,,,ERC
2016,"Gingerich, Philip D.; ",Body Weight and Relative Brain Size (Encephalization) in Eocene Archaeoceti (Cetacea),Journal of Mammalian Evolution,23,1,17031,SpringerLink,10.1007/s10914-015-9304-y,,,Yes,Yes,,,ERC
2016,"Heaney, Lawrence R; Balete, Danilo S; Rickart, Eric A; ",The mammals of Luzon Island: biogeography and natural history of a Philippine fauna,,,,,JHU Press,,,eBook that would have to be purchased,No,No,NA,NA,ERC
2016,"Pardiñas, Ulyses F. J.; Teta, P.; Salazar-Bravo, Jorge; Myers, Phil; Galliani, C. A.; ","A new species of arboreal rat, genus Oecomys (Rodentia, Cricetidae) from Chaco",Journal of Mammalogy,,,,Oxford Press,10.1093/jmammal/gyw070,,,Yes,Yes,,,ERC
2016,"Piedrahita-Cortés, Juan; Soler-Tovar, Diego; ",Distribución geográfica del mono aullador rojo (Alouatta seniculus) y la fiebre amarilla en Colombia,Biomedica,36,,,,10.7705/biomedica.v36i0.2929,,,Yes,No,NA,NA,ERC
2016,"Tague, Robert G.; ",Pelvic sexual dimorphism among species monomorphic in body size: relationship to relative newborn body mass,Journal of Mammalogy,97,,503-517,,10.1093/jmammal/gyv195,,,Yes,Yes,,,ERC
2016,"Zelditch, Miriam L.; Calamari, Zachary T.; Swiderski, Donald L.; ",Disparate Postnatal Ontogenies Do Not Add to the Shape Disparity of Infants,Evolutionary Biology,,,,Springer,10.1007/s11692-016-9370-y,,,Yes,No,NA,NA,ERC
2015,"Baxter, Nielson T; Wan, Judy J; Schubert, Alyxandria M; Jenior, Matthew L; Myers, Philip; Schloss, Patrick D; ",Intra-and interindividual variations mask interspecies variation in the microbiota of sympatric Peromyscus populations,Applied and Environmental Microbiology,81,1,396-404,American Society for Microbiology,10.1128/AEM.02303-14,,,Yes,No,NA,NA,ERC
2015,"Cody W. Thompson, Frederick B. Stangl Jr., Robert D. Bradley; ",Ancient hybridization and subsequent mitochondrial capture in ground squirrels (genus Ictidomys),"Occasional Papers, Museum of Texas Tech University",331,,1-24,Museum of Texas Tech University,,,,Yes,No,NA,NA,ERC
2015,"Janoušek, Václav; Munclinger, Pavel; Wang, Liuyang; Teeter, Katherine C; Tucker, Priscilla K; ",Functional organization of the genome may shape the species boundary in the house mouse,Molecular biology and evolution,32,5,1208-1220,Oxford University Press,10.1093/molbev/msv011,,,Yes,Yes,,,ERC
2015,"Platt II, Roy N.; Amman, Brian R.; Keith, Megan S.; Thompson, Cody W.; Bradley, Robert D.; ",What is Peromyscus? Evidence from nuclear and mitochondrial DNA sequences suggests the need for a new classification,Journal of Mammalogy,,,,,10.1093/jmammal/gyv067,,,Yes,No,NA,NA,ERC
2015,"Taylor, ZS; Myers, Philip; Hoffman, Susan MG; ",Colonization of the Beaver Island Archipelago by deer mice (Peromyscus maniculatus gracilis): mtDNA evidence for multiple origins,Canadian Journal of Zoology,93,3,239-244,NRC Research Press,10.1139/cjz-2014-0234,,,Yes,No,NA,NA,ERC
2015,"Wu, X.; Wu, J.; Thompson, Cody W.; Li, Y.; ",Adaptive evolution of the MHC class III‐encoded receptor RAGE in primates and murine rodents,International Journal of Immunogenetics,,,,,10.1111/iji.12230,,,Yes,Yes,,,ERC
2015,"Zelditch, Miriam L.; Li, Jingchun; Tran, Lucy A. P.; Swiderski, Donald L.; ","Relationships of diversity, disparity, and their evolutionary rates in squirrels (Sciuridae)",Evolution,69,5,1284-1300,,10.1111/evo.12642,,,Yes,Yes,,,ERC
2014,"Beck, J.; Ostericher, I.; Sollish, G.; De León, J.; ",Animal Scavenging and Scattering and the Implications for Documenting the Deaths of Undocumented Border Crossers in the Sonoran Desert,Journal of Forensic Sciences,,,,,10.1111/1556-4029.12597,,,Yes,No,NA,NA,ERC
2014,"Bochkov, Andre V; Barreto, Mauricio; ",New species of the subgenus Radfordia (Hesperomyobia)(Acariformes: Myobiidae)–parasites of the subfamily Sigmodontinae (Rodentia: Cricetidae: Sigmodontinae),International Journal of Acarology,40,1,37-42,Taylor & Francis,10.1080/01647954.2014.884164,,,Yes,No,NA,NA,ERC
2014,"Carleton, Michael D; Smeenk, Chris; Angermann, Renate; Goodman, Steven M; ",Taxonomy of nesomyine rodents (Muroidea: Nesomyidae: Nesomyinae): Designation of lectotypes and restriction of type localities for species-group taxa in the genus Nesomys Peters,Proceedings of the Biological Society of Washington,126,4,414-455,Biological Society of Washington,10.2988/0006-324X-126.4.414,,,Yes,No,NA,NA,ERC
2014,"Celia Lopez-Gonzalez, Philip Myers, Noe de la Sancha, Guillermo D'Elia, and Lourdes Valdez; ",Historia de la mastozoologia en Paraguay,"Historia de la mastazoologia en Latinoamerica, las Guayanas y el Caribe",,,345-358,Editorial Murcielago Blanco y Asociacion Ecuatoria,,,,Yes,No,NA,NA,ERC
2014,"D'Elía, Guillermo; Myers, Philip; ","On Paraguayan Thrichomys (Hystricognathi: Echimyidae): the distinctiveness of Thrichomys fosteri Thomas, 1903",Therya,5,1,153-166,Centro de Investigaciones Biológicas del Noroeste,10.12933/therya-14-182 ,,,Yes,No,NA,NA,ERC
2014,"Heaney, Lawrence R; Balete, Danilo S; Rickart, Eric A; Veluz, Maria Josefa; Jansa, Sharon A; ","Three new species of Musseromys (Muridae, Rodentia), the endemic Philippine tree mouse from Luzon Island",American Museum Novitates,2014,3802,1-27,American Museum of Natural History,10.1206/3802.1,,,Yes,No,NA,NA,ERC
2014,"Heaney, Lawrence R; Balete, Danilo S; Veluz, Maria Josefa; Steppan, Scott J; Esselstyn, Jacob A; Pfeiffer, Andrew W; Rickart, Eric A; ","Two new species of Philippine forest mice (Apomys, Muridae, Rodentia) from Lubang and Luzon Islands, with a redescription of Apomys sacobianus Johnson, 1962",Proceedings of the Biological Society of Washington,126,4,395-413,Biological Society of Washington,,,,Yes,No,NA,NA,ERC
2014,"Jansa, Sharon A; Barker, F Keith; Voss, Robert S; ",The early diversification history of didelphid marsupials: a window into South America's “Splendid Isolation”,Evolution,68,3,684-695,,10.1111/evo.12290,,,Yes,Yes,,,ERC
2014,"Kass, David H; Janoušek, Václav; Wang, Liuyang; Tucker, Priscilla K; ","The uncharacterized gene 1700093K21Rik and flanking regions are correlated with reproductive isolation in the house mouse, Mus musculus",Mammalian Genome,25,5,223-234,Springer US,10.1007/s00335-014-9506-2,,,Yes,Yes,,,ERC
2014,"Nicté Ordóñez-Garza, Cody W. Thompson, Margaret K. Unkefer, Cody W. Edwards, James G. Owen and Robert D. Bradley; ","Systematics of the Neotoma mexicana species group (Mammalia: Rodentia: Cricetidae) in Mesoamerica: new molecular evidence on the status and relationships of N. ferruginea Tomes, 1862",Proceedings of the Biological Society of Washington,127,3,518-532,,10.2988/0006-324X-127.3.518,,,Yes,No,NA,NA,ERC
2014,"Rocha, LA; Aleixo, A; Allen, G; Almeda, F; Baldwin, CC; Barclay, MVL; Bates, JM; Bauer, AM; Benzoni, F; Berns, CM; ",Specimen collection: an essential tool,Science,344,,814-815,,10.1126/science.344.6186.814,,,Yes,No,NA,NA,ERC
2014,"Sánchez, Óscar; Magaña-Cota, Gloria; Téllez-Girón, Guadalupe; López-Forment, William; Vidales, Guillermina Urbano; ","Mamíferos no voladores de Guanajuato, México: revisión histórica y lista taxonómica actualizada",Acta Universitaria,24,1,3-37,Universidad de Guanajuato,,,,Yes,No,NA,NA,ERC
2014,"Voss, Robert S; Gutiérrez, Eliécer E; Solari, Sergio; Rossi, Rogério V; Jansa, Sharon A; ","Phylogenetic relationships of mouse opossums (Didelphidae, Marmosa) with a revised subgeneric classification and notes on sympatric diversity",American Museum Novitates,2014,3817,1-27,American Museum of Natural History,10.1206/3817.1,,,Yes,No,NA,NA,ERC
2013,"Alvarado-Serrano, Diego F; Luna, Lucia; Knowles, L Lacey; ",Localized versus generalist phenotypes in a broadly distributed tropical mammal: how is intraspecific variation distributed across disparate environments?,BMC evolutionary biology,13,1,1-16,BioMed Central,10.1186/1471-2148-13-160,,,Yes,No,NA,NA,ERC
2013,"Brusatte, Stephen L; Vremir, Mátyás; Csiki-Sava, Zoltán; Turner, Alan H; Watanabe, Akinobu; Erickson, Gregory M; Norell, Mark A; ","The osteology of Balaur bondoc, an island-dwelling dromaeosaurid (Dinosauria: Theropoda) from the Late Cretaceous of Romania",Bulletin of the American Museum of Natural History,2013,374,1-100,American Museum of Natural History,10.1206/798.1,,,Yes,No,NA,NA,ERC
2013,"BURT, WILLIAM HENRY; ",TO MAMMALS BY WILLIAM HENRY BURT TERRITORIALITY,Essential Readings in Wildlife Management and Conservation,,,235,JHU Press,,,Hard-copy book only,No,No,NA,NA,ERC
2013,"Hermick, Kelsey; Van Nest, Gabrielle; Terwilliger, Michael; Wood, Shannon; Legere, Victoria; ",Evolutionary divergence of Monodelphis domestica and Myrmecopius fasciatus through complete mitochondrial genome analysis,Euglena,1,,17-25,,,,,Yes,No,NA,NA,ERC
2013,"Omar, Hasmahzaiti; Hashim, Rosli; Bhassu, Subha; Ruedi, Manuel; ",Morphological and genetic relationships of the Crocidura monticola species complex (Soricidae: Crocidurinae) in Sundaland,Mammalian Biology,78,6,446-454,Springer International Publishing,10.1016/j.mambio.2013.04.004,,,Yes,No,NA,NA,ERC
2013,"Shubin, Emma; McCain, Christy M; Demmig-Adams, Barbara; Guralnick, Elissa S; ","Discrimination Between Microtus Longicaudus and Microtus Montanus Using Cranial Morphology, External Measurements, DNA Sequencing, and Discriminate Function Analysis",,,,,,,,,Yes,No,NA,NA,ERC
2013,"Swiderski, D. L.; Zelditch, M. L.; ",The complex ontogenetic trajectory of mandibular shape in a laboratory mouse,Journal of Anatomy,223,,568-580,,10.1111/joa.12118,,,Yes,No,NA,NA,ERC
2013,"Velandia-Perilla, Jorge; Saavedra-Rodríguez, Carlos; ","Mammalia, Rodentia, Cricetidae, Neusticomys monticolus (Anthony, 1921): Noteworthy records of the montane fish-eating rat in Colombia",Check List,9,,686,Pensoft Publishers,,,,Yes,No,NA,NA,ERC
2013,"Voss, Robert S; Hubbard, Caldonia; Jansa, Sharon A; ","Phylogenetic relationships of New World porcupines (Rodentia, Erethizontidae): implications for taxonomy, morphological evolution, and biogeography",American Museum Novitates,2013,3769,1-36,American Museum of Natural History,10.1206/3769.2,,,Yes,No,NA,NA,ERC
2013,"Yahnke, Christopher J; Dewey, Tanya; Myers, Phil; ",Animal Diversity Web as a Teaching & Learning Tool to Improve Research & Writing Skills in College Biology Courses,The American Biology Teacher,75,7,494-498,BioOne,10.1525/abt.2013.75.7.9,,,Yes,No,NA,NA,ERC
