"Welcome to the latest survey and directory of existing mammal collections in the Western Hemisphere of the World.  The file here represents a work in progress, and we welcome any and all comments, particularly those that can help the Systematic Collections Committee improve the accuracy of this list.  You will note two font colors in the Excel file: black and green.  The collections listed in green are those for which we have received no updated data regarding that collection during the current survey.  Thus the information presented here is that of the last time data was received (either in 1987 or 1997).  Please contact Bill Stanley (bstanley@fieldmuseum.org) with any comments.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country,State or Province ,Formal collection title ,Formal collection acronym ,Collection address ,Collection address1 ,Collection address2 ,City,State,Zip,Country,Collection website address ,Name of Curator or Person in Charge ,Telephone number of the above person ,Fax number of the above person ,E-mail address of the above person ,Name of additional contact person ,Telephone number of additional contact person ,Fax number of additional contact person ,E-mail address of additional contact person ,Total number of cataloged specimens in collection ,Number of holotypes in collection ,Taxonomic strength or emphasis of collection ,Geographic strength or emphasis of collection ,Number of mammalian tissues in collection ,Type of tissue preservation ,Names of other collections that have been incorporated into this collection,Is collection electronically databased? ,Is electronic database accessible to the public?  ,How is electronic database accessed by the public?,Former acronyms,Date(s) of accreditation,Last response,SCC Contributor,Comments
USA,Michigan,Hope College Museum of Zoology,HCMZ,,Department of Biology,Hope College,Holland,MI,49422-9000,U.S.A., ,Kathy Winnett-Murray,616-395-7719,616-395-7125,winnetmurray@hope.edu,Thomas Bultman,616-395-7720, ,bultmant@hope.edu,328, ,Rodentia,local emphasis, ,, ,,no,,,,this survey,Holmes,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,Michigan,Michigan State University Museum Mammal Collection,MSU,Michigan State University Museum,Division of Vertebrate Natural History,West Circle Drive,East Lansing,MI,48824-1045,U.S.A.,http://museum.msu.edu/ResearchandCollections/DVNH,Barbara Lundrigan,517-355-6752,517-432-2846,lundriga@msu.edu,Laura Abraczinskas,517-355-1290,517-432-2846,abraczi1@msu.edu,38526, ,wide taxonomic breadth,"World-wide scope, emphasis on Michigan and Great Lakes Region.  Significant holdings from Neotropics, particularly Mexico.",300,frozen, ,yes,yes,"http://museum.msu.edu/ResearchandCollections/DVNH; MANIS, GBIF",,"1975, 1985",this survey,Holmes,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,Michigan,"Museum of Cultural and Natural History, Central Michigan University",MCNH,,,Central Michigan University,Mt. Pleasant,MI,48859,U.S.A., ,Lynn Fauver,517-774-3829,517-774 3542,fauve1ln@cmich.edu, , , , ,2100, , ,mainly Central Michigan, ,,,no, ,,CCNH,,this survey,Holmes,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,Michigan,Public Museum of Grand Rapids,GRPM,,,54 Jefferson SE,Grand Rapids,MI,49503,U.S.A.,,Bryan Kwapil,616-456 3891,616-456 3926, ,Marilyn Merdzinski,,,,310,, ,regional emphasis,,, , , ,,,,"Hafner et al., 1997",Holmes,"did not respond to survey of 2005; information from Hafner et al., 1997; formerly Grand Rapids Public Museum"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,Michigan,"University of Michigan, Museum of Zoology",UMMZ,,University of Michigan,1109 Geddes Avenue,Ann Arbor,MI,48109-1079,U.S.A.,<http://www.ummz.lsa.umich.edu/html>  <http://dlp.cs.berkeley.edu/manis/portals.html>,Philip Myers,734-764-0456,734-763-4080,pmyers@umich.edu,Priscilla Tucker,734-764-0456,,ptuck@umich.edu,144101,122,"Representation is broad and deep, 90000 rodents, 6000 insectivores, 14000 bats, 4000 carnivores","Good holdings of Mexican species, Philippine bats, mammals of Paraguay, Costa Rica, and Panama",2270,frozen,"Lee R. Dice Collection of Peromyscus, former Fredrick H. Test Collection (FHTC), and University of Michigan Department of Zoology Collection (UMDZ)",yes,yes,<http://www.ummz.lsa.umich.edu/html>  <http://dlp.cs.berkeley.edu/manis/portals.html>,,"1975, 1987",this survey,Holmes,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,Michigan,Lake Superior State College,LSSC,,Biology Department,Lake Superior State College,Sault Sainte Marie,MI,49783,U.S.A.,,,,,,,,,,300,,,,,,,,,,,,"Yates et al., 1987",, 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,Michigan,"Wayne State University, Museum of Natural History",WSUMNH,,Department of Biological Sciences,Wayne State University,Detroit,MI,48202,,,Jeheskel (Hezy) Shoshani,313-577-2873,313-577-6891,,,,,,1352,,,,,,,,,,,,"Yates et al., 1987",,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,Minnesota,"Bemidji State University, Vertebrate Collections",BSCVC,,Department of Biology,Bemidji State University,Bemidji,MN,56601,U.S.A.,,Elizabeth Rave,218-755-2785,218-755-4107,erave@bemidjistate.edu,,,,,5400,,,Minnesota,,,,yes,no,,,,this survey,Holahan,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,Minnesota,"Saint John's University, Biology Collections",SJUBC,,Department of Biology,St. John's University,Collegeville,MN,56321-3000,U.S.A.,,Norman L. Ford,612-363-3172,,,,,,,500,,,local emphasis,,,,,,,,,"Hafner et al., 1997",Holahan,"did not respond to survey of 2005; information from Hafner et al., 1997"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,Minnesota,The Science Museum of Minnesota,SMM,,,120 West Kellogg Blvd,St. Paul,MN,55102,U.S.A.,www.smm.org,Jackie Hoff,651-221-9435,651-221-4777,jhoff@smm.org,Richard J. Oehlenschlager,651-221-9450,,dicko@smm.org,45513,,,Minnesota,,,F. J. Jannett Collection,no,,,,,this survey,Holahan,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,Minnesota,"University of Minnesota, Duluth ",UMD,,Department of Biology,University of Minnesota,Duluth,MN,55812,U.S.A.,,Randy Hedin,218-726-7555,218-726-8142,rhedin2@d.umn.edu,,,,,1150,,,northern Minnesota,,,,no,,,,,this survey,Holahan,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,Minnesota,"University of Minnesota, James Ford Bell Museum of Natural History",MMNH,Mammal Collection,"100 Ecology Building, 1987 Upper Buford Circle",University of Minnesota,St. Paul ,MN,55105,U.S.A.,http://www.bellmuseum.org/,Sharon Jansa,612-624-6293,612-624-6777,jansa003@umn.edu,,,,,18700,,,"Collection emphasizes mammals of Minnesota, Philippine historical materials, Mexican bats and rodents, Patagonian rodents and marsupials.",200,"frozen, ethanol, and buffer-preserved",University of Minnesota Wildlife Collection (UMDFW),yes,yes,MaNIS,,1975,this survey,Holahan,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,Mississippi,Mississippi Museum of Natural Science,MMNS,,,2148 Riverside Dr.,Jackson,MS,39202,U.S.A.,,Scott Peyton,601-354-7303 ext 114,601-354-7227,collections.manager@mmns.state.ms.us,Richard Rummel,,,richardr@mmns.state.ms.us,7000, ,,Mississippi, ,,,yes,no,,,,this survey,Rickart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,Mississippi,"Mississippi State University, Zoological Collections",MSUZ,,Harned Hall,Mississippi State University,Mississippi State,MS,39762,U.S.A.,,Eric Linder,662-325-7568,662-325-7939,ETL5@biology.msstate.edu,,,,,1000,0,,local emphasis, ,,,no, ,,MISSU,,this survey,Rickart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,Missouri,Central Missouri State University,CMSU,,Biology Department,Central Missouri State University,Warrensburg,MO,64093,U.S.A.,,Victoria Jackson,660-543-8861,,vjackson@cmsu1.cmsu.edu,,,,,2181,,,,,,,,,,,,"Hafner et al., 1997",Burt,No response as of 23 May 2005
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,Missouri,Northwest Missouri State University,NWMSU,,Department of Biology,Northwest Missouri State University,Maryville,MO,64468-6001,U.S.A.,,David A. Easterla,660-562-1813,,deaster@mail.nwmissouri.edu,,,,,2000,0,,,0,,,no,,,,,this survey,Burt,Responded; No change since 1997 survey
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,Missouri,Truman State University,NEMSU,Division of Science,Truman State University,100 E. Normal,Kirksville,MO,63501,U.S.A.,,Scott Burt,660-785-7133,660-785-4045,sburt@truman.edu,,,,,5100, ,Mostly rodents,"(regional) Missouri, Midwest USA", ,,,yes, ,,,,this survey,Burt,Responded to survey (I would hope so!)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,Missouri,"University of Missouri, Museum of Zoology",MUMZ,,112 Stephens Hall,University of Missouri,Columbia,MO,65211,U.S.A.,,,,,,,,,,3791,,,,,,,,,,,,"Hafner et al., 1997",Burt,Trying to find primary contact!  Old contact from 97 survey no longer at instituition.  No luck locating new curator yet for 2005 survey.  Will try to reach Matt Gompers again
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,Missouri,Gaylord Memorial Laboratory Museum,GML,,,"Route 1, Box 185",Puxico,MO,63960,U.S.A.,,Leigh Fredrickson,,,,,,,,100,,,local emphasis,,,,,,,,,"Hafner et al., 1997",,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,Montana,Glacier National Park Museum Collection,GLAC,,Glacier National Park,P. O. Box 128,West Glacier,MT,59936,U.S.A.,,Deirdre Shaw,406-888-7936,406-888-7937,Deirdre_Shaw@nps.gov,,,,,283, ,,Glacier National Park, ,,,yes,no,,,,this survey,Rickart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,Montana,"Montana Fish, Wildlife & Parks, Wildlife Laboratory",MTFWP,,,1400 South 19th Ave.,Bozeman,MT,59718,U.S.A.,,Neil Anderson,406-994-6358,406-994-4094,neila@montana.edu,Mark Atkinson,,,matkinson@montana.edu,200,  ,Ursus,Montana,1000,frozen,,yes,no,,MSUB,,this survey,Rickart,severe reduction in number of specimens ??
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,Montana,"Philip L. Wright Zoological Museum, University of Montana",UMZM,,Division of Biological Sciences,University of Montana,Missoula,MT,59801,U.S.A.,http://biology.dbs.umt.edu/dbs/museum%5Cmuseum.htm,David L. Dyer,406-243-4743,406-243-4184,Dave.dyer@mso.umt.edu,,,,,14600, ,carnivore skeletons,"Montana, China, Russia", ,,John & Frank Craighead grizzly bear collection; Dennis L. Flath Collection ,no,,,,"1975, 1985, 2002",this survey,Rickart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,Nebraska,"Chadron State College, Collection of Vertebrates",CSCCV,,Chadron State College,1000 Main Street,Chadron,NE,69337,U.S.A.,,Jay Dee Druecker,308-432-6278,308-432-6434,jdruecker@cscl.csc.edu,,,,,3500,,,"local emphasis; planning underway to transfer most specimens to the University of Nebraska, Lincoln (UNSM) in the near future",,,,,,,CSC,,"Hafner et al., 1997",,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,Nebraska,"Hastings College, Collection of Vertebrates",HCCV,,Department of Biology,Hastings College,Hastings,NE,68901,U.S.A.,,"Dallas E. Wilhelm, Jr.",402-461-7382,402-463-3002,dwilhelm@hastings.edu,,,,,550,,,,,,collection contains a few specimens transferred from Hastings Museum (HM),,,,,,"Hafner et al., 1997",,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,Nebraska,Hastings Museum,HM,,,1330 North Burlington,Hastings,NE,68901,U.S.A.,,Burton Nelson,402-461-2399,402-461-2379,,,,,,264,,taxidermy mounts,,,,,,,,,,"Hafner et al., 1997",,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,Nebraska,"Kearney State University, Vertebrate Museum",VMKSC,,Biology Department,Kearney State University,Kearney,NE,68849-0531,U.S.A.,, ,,,,,,,,3647,,,,,,,,,,,,"Yates et al., 1987",,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,Nebraska,University of Nebraska at Omaha,UNO,,Department of Biology,University of Nebraska at Omaha,Omaha,NE,68182-0040,U.S.A.,,Kenneth N. Geluso,402-554-2840,,kngeluso@cwis.unomaha.edu,,,,,610,,,local emphasis,,,,,,,,,"Hafner et al., 1997",,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,Nebraska,University of Nebraska State Museum,UNSM,,Division of Zoology,"University of Nebraska, Lincoln",Lincoln,NE,68588-0514,U.S.A.,,Patricia Freeman,402-472-6606,402-472-8949,pfreeman@unlinfo.unl.edu,Thomas E. Labedz,402-472-8366,,tlabedz@unlinfo.unl.edu,11400,,,large series of regional species; specimens of historical importance,,,"contains the Edson Fichter Collection and part of the University of Nebraska, Omaha Collection",,,,,1975,"Hafner et al., 1997",,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,Nevada,Nevada State Museum,NSMC,,,600 North Carson Street,Carson City,NV,89701-4004,U.S.A.,,George D. Baumgardner,775-687-4810,775-687-4168,gdbaumga@clan.lib.nv.us,,,,,1750, ,Rodentia,Nevada, ,,Foresta Institute,Yes,No,,,,this survey,G.D.Baumgardner,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,Nevada,University of Nevada Las Vegas Mammal Collection,LVMC,Department of Biological Sciences,University of Nevada Las Vegas,4505 S. Maryland Parkway,Las Vegas,NV,89154-4004,U.S.A.,,Brett R. Riddle,702-895-3133,702-895-3956,riddle@ccmail.nevada.edu,Lois F. Alexander,702-895-3140,702-895-3956,alexandl@unlv.nevada.edu,7600, ,,"regional emphasis, mostly, but not exclusively, southwest desert region, vouchers for area of Lake Mead prior to its inundation",1000,"mostly frozen, a few in ethanol","merged collections of University of Nevada Las Vegas (housed for a period by the Nevada State Museum & Historical Society, Las Vegas-NSMHS) and the J. R. Alcorn Collection (JRAC); also houses the mammal collection of Lake Mead National Recreation Area (LAME)",Partially,No,,,,this survey,G.D.Baumgardner,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,Nevada,"University of Nevada, Museum of Biology",UNEVR,,Department of Biology / 314,University of Nevada,Reno,NV,89557,U.S.A.,,Stephen H. Jenkins,775-784-6078,775-784-1302,jenkins@unr.edu,,,,,1300, ,,local emphasis, ,,,Yes,No,,,,this survey,G.D.Baumgardner,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,New Hampshire,University of Hew Hampshire,UNH,,Department of Zoology,University of New Hampshire,Durham,NH,03824,U.S.A.,,Michelle Scott,603-862-2100,,,,,,,3647,,,regional,,,,,,,,,"Hafner et al., 1997",,did not respond to survey
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,New Jersey,Trailside Nature and Science Center,TNSC,,Division of Parks and Recreation,452 New Providence Road,Mountainside,NJ,07092,U.S.A.,,Hollace Hoffman,908-789-3670,,,,,,,136,,taxidermy mounts,,,,,,,,,,"Hafner et al., 1997",Moncrief,"did not respond to survey of 2005; information from Hafner et al., 1997"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,New Mexico,Carlsbad Caverns National Park,CACA,,Carlsbad Caverns National Park,3225 National Parks Highway,Carlsbad,NM,88220,U.S.A.,,David W. Kayser,505-785-3116,505-785-2317,,,,,,83135,,bats,SE New Mexico Guadalupe Mountains, ,, ,Yes,No,,,,this survey,Cook, 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,New Mexico,"Eastern New Mexico University, Natural History Museum",ENMUNHM,,,Eastern New Mexico University,Portales,NM,,U.S.A.,www.enmu.edu/academics/excellence/museums/natural-history/index.shtml,Greg Keller,505-562-2723,505-562-2192,greg.keller@enmu.edu,Darren Pollock,505-562-2723,505-562-2192,Darren.pollock@enmu.edu,11600, ,rodents,"eastern New Mexico, south of Canadian River",1300,"95% frozen, 5% ethanol", ,yes, ,,,,this survey,Cook, 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,New Mexico,New Mexico Department of Health Zoonoses Program,NMDOH,,NMDOH,1190 St. Francis Drive,Sante Fe,NM,87505,U.S.A., ,Pamela J. Reynolds,505-827-0279,505-827-0013,pam.reynolds@doh.state.nm.us,Nelson Powers,505-827-0279,505-827-0013,nelson.powers@doh.state.nm.us,160, ,Mostly rodents involved in plague zoonotic cycle in New Mexico,New Mexico, , ,formerly the New Mexico Environment Department and New Mexico Environmental Improvement Agency (NMEIA).,no, ,,NMED,,this survey,Cook,"Mostly rodents involved in plague zoonotic cycle in New Mexico, formerly the New Mexico Environment Department and New Mexico Environmental Improvement Agency (NMEIA)."
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,New Mexico,New Mexico Museum of Natural History,NMMNH,,NMMNH,"1801 Mountain Road, NW",Albuquerque,NM,87104,U.S.A.,http://museums.state.nm.us/nmmnh/nmmnh.html,David J. Hafner,505-841-2825,505-841-2866,dhafner@nmmnh.state.nm.us,Patricia Gegick,505-841-2825, ,pgegick@nmmnh.state.nm.us,5000, ,Nearctic Ochotonidae,Mexican desert rodents,"4,800",frozen, ,yes,no, ,,1994,this survey,Gannon, 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,New Mexico,New Mexico State University Vertebrate Wildlife Museum,NMSUVWM,Department of Fishery and Wildlife Sciences,"P.O.Box 30003, Campus Box 4901",New Mexico State University,Las Cruces,NM,88003-0003,U.S.A., ,Jennifer K. Frey,505-646-3395,505-646-1281,jfrey@nmsu.edu, , , , ,2900, , ,southwestern New Mexico,350,frozen, ,yes,no,,,,this survey,Cook, 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,New Mexico,"The Vertebrate Museum, New Mexico State University",NMSU,Department of Biology,"P.O. Box 30001, MSC 3 AF",New Mexico State University,Las Cruces,NM,88003-8001,U.S.A., ,Jennifer K. Frey,505-646-3395,505-646-1281,jfrey@nmsu.edu,Peter Houde,,,phoude@nmsu.edu,13992, ,Thomomys,southwestern USA,176,frozen, ,yes,no,,,1977,this survey,Cook, 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,New Mexico,"Philmont Scout Ranch, Seton Memorial Library",SETON,,,,Cimarron,NM,87714,U.S.A.,,Stephen Zimmer,505-376-2281,,,,,,,900,,,specimens collected by naturalist Ernest Thompson Seton between 1880-1930,,,,,,,,,"Hafner et al., 1997",,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,New Mexico,"University of New Mexico, Museum of Southwestern Biology",MSB,Department of Biology,MSC03 2020,1 University of New Mexico,Albuquerque,NM,87131,U.S.A.,http://msb.unm.edu/,Joseph A. Cook,505-277-1358,505-277-1361,cookjose@unm.edu,William L. Gannon,505-277-5312,505-277-1361,wgannon@unm.edu,146000,5,"mammals of the southwestern United States, Mexico, Bolivia, Japan and Central Africa","emphasizes mammals of the southwestern United States, Mexico, Bolivia, Japan and Central Africa","the Division of Genomic Resources (DGR) has 600,000 samples, mostly mammals",frozen,"Robert L. Rausch, James S. Findley, USGS Biological Surveys Collection, Whitman Collection",yes,yes,http://arctos.database.museum/,UNM,"1975, 1987",this survey,Gannon,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,New Mexico,Western New Mexico University,WNMU,,Biology Collection,Western New Mexico University,Silver City,NM,88062,U.S.A.,,Randy D. Jennings,,,,,,,,4000,,,,,,,,,,,,"Yates et al., 1987",,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,New Mexico,White Sands National Monument,WSNM,,,P.O.Box 458,Alamogordo,NM,88310,U.S.A.,,,,,,,,,,50,,,,,,,,,,,,"Yates et al., 1987",, 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,New York,American Museum of Natural History,AMNH,"Department of Mammalogy, Division of Vertebrate Zoology",American Museum of Natural History,Central Park West at 79th Street,New York,NY,10024-5192,U.S.A.,http://research.amnh.org/mammalogy,Nancy B. Simmons,,,simmons@amnh.org,Darrin Lunde,(212) 769-5472,,lunde@amnh.org,277480,1098,"All mammalian orders, and most families are represented in the collections. The collection contains many historically important series, plus many specimens collected in the late 19th and early 20th centuries","The collections are of worldwide geographic scope with specimens reported from nearly every country. Particularly well represented areas include the Western Hemisphere, Central and Southern Africa, China and Mongolia, Southeast Asia, (esp. the Islands of New Guinea and Sulawesi) and Australia.","2,155",,Bluntchli Embryological Collection,Yes,Yes,http://research.amnh.org/mammalogy,,"1975, 1978","Hafner et al., 1997",Stanley,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,New York,Brooklyn Children's Museum,BCM,,,145 Brooklyn Avenue,Brooklyn,NY,11213,U.S.A.,,Nancy Paine,718-472-5188,718-472-5189,,Beth Alberty,718-472-4289,,,80,,exclusively taxidermy mounts,,,,,,,,,,"Hafner et al., 1997",,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,New York,Buffalo Society of Natural Sciences ,BSNS,,Buffalo Museum of Science,1020 Humboldt Parkway,Buffalo,NY,14211-1293,U.S.A., ,John Grehan,716-896-5200 ext 372,716-897-6723,jgrehan@sciencebuff.org,Kathryn Leacock,716-896-5200 ext 371, ,kleacock@sciencebuff.org,2200, ,primarily local species,Greater Niagara Region , , ,former J. J. Reedy Collection (Niagara University),No, ,, , ,this survey,Bradley,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,New York,Cornell University Museum of Vertebrates  ,CUMV,,Cornell University Museum of Vertebrates,159 Sapsucker Woods Road,Ithaca,NY,14850,U.S.A.,www.cumv.cornell.edu/mammalogy/index.html,Kimberly Bostwick,607-254-2160,607-254-2415,ksb6@cornell.edu,Charles M. Dardia,607-254-2161, ,cmd7@cornell.edu,18000, ,"> 50% are rodents, especially Murids",Northeastern North America,500,frozen, ,Yes,Yes,www.cumv.cornell.edu/mammalogy/index.html,"CU, CUVC",1975,this survey,Bradley,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,New York,"Mohonk Preserve, Inc.",MP,,Daniel Smiley Research Center,1000 Mountain Rest Road,New Platz,NY,12561,U.S.A., ,Paul Huth,914-255-5969, ,phuth@monhonkpreserve.org, , , , ,200, ,local species,Local species, , , ,No, , , , ,this survey,Bradley,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,New York,New York State Museum,NYSM,,New York State Museum,1340 CEC,Albany,NY,12203,U.S.A.,http://www.nysm.nysed.gov/WildSci/bird_mam_collections.html,Roland Kays,518-486-3205,518-486-2034,rkays@mail.nysed.gov,Joe Bopp,518-486-2005, ,jbopp@mail.nysed.gov,14525, ,large series of small mammal skins and skeletons,New York and northeastern USA,100,Frozen @ -80oc in ethanol,contains collections formerly at St. Bonaventure University (STBU) and University of Albany (SUCEA),Yes,Yes,"Requests for information should contact  Joe Bopp,  jbopp@mail.nysed.gov", ,1975,this survey,Bradley,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,New York,Roosevelt Wildlife Collection,RWC,State University of New York,"Roosevelt Wildlife Collection, College of Environmental Science and Forestry",1 Forestry Drive,Syracuse,NY,13210,U.S.A., ,Ronald J. Giegerich,315-470-6763,315-470-6934,rjgieger@esf.edu,Mark V. Lomolino,317-470-6742, ,island@esf.edu,3050,0,insectivores and rodents,local (New York), , , ,No, , , , ,this survey,Bradley,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,New York,State University of New York at Oneonta,SUNYO,,Biology Department,State University of New York-Oneonta,Oneonta,NY,13820,U.S.A., ,Robert Phillips,607-436-3344,607-436-3646,phillirr@oneonta.edu, , , , ,300, ,regional,regional, , , ,No, , , , ,this survey,Bradley,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,North Carolina,North Carolina State Museum of Natural Sciences Mammal Collection,NCSM,,,11 W. Jones Street,Raleigh,NC,27601,U.S.A.,www.naturalsciences.org,Lisa J. Gatens,919-733-7450 ext 727,919-715-2614,lisa.gatens@ncmail.net, , , , ,14000, ,"repository for manatees, good collection of marine mammals, otherwise all regional taxa well represented","75% are NC specimens, 90% from southeast, remaining 10% strongly represented by southwestern US, and throughout NA and abroad", , ,"University of Kentucky (~5000), George Mason University (~1500)",yes,no, , ,2001,this survey,Moncrief,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,North Carolina,North Carolina State University,NCSM,,Department of Zoology,North Carolina State University,Raleigh,NC,27695-7617,U.S.A., ,Roger A. Powell,919-515-4561,919-515-5327,newf@ncsu.edu, , , , ,4150, , ,regional emphasis, , , ,no, , , , ,this survey,Moncrief,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,North Carolina,University of North Carolina at Wilmington Vertebrate Collections ,UNCW,,Department of Biological Sciences,University of North Carolina at Wilmington,Wilmington,NC,28403-3297,U.S.A., ,Wm. David Webster,910-962-3756,910-962-7276,webste@uncwil.edu, , , , ,14000, , ,"southeastern United States, especially North Carolina", , , ,yes,no, , , ,this survey,Moncrief,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,North Carolina,Wake Forest Vertebrate Collection,WFVC,,Department of Biology,Wake Forest University,Winston-Salem,NC,27109,U.S.A., ,Peter Weigl,336-758-5314,336-758-6008,weigl@wfu.edu, , , , ,850, ,tree squirrels from eastern United States,southeastern United States,0, , ,yes,no, , , ,this survey,Moncrief,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,North Dakota,North Dakota Heritage Center,SHSND,,State Historical Society of North Dakota,612 East Boulevard Avenue,Bismarck,ND,58505-0830,U.S.A.,,C. L. Dill,701-328-2666,,,,,,,196,,,,,,,,,,,,"Hafner et al., 1997",Holahan,"did not respond to survey of 2005; information from Hafner et al., 1997"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,North Dakota,"North Dakota State University, Vertebrate Collection",NDSUVC,,Department of Biological Sciences,North Dakota State University,Fargo,ND,58105-5517,U.S.A.,,William J. Bleier,701-231-8421,701-231-7149,william.bleier@ndsu.nodak.edu,,,,,2900,,Rodentia,local emphasis,,,,no,,,NDSU,,this survey,Holahan,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,North Dakota,Northern Prairie Wildlife Research Center formerly Northern Prairie Science Center (NPSC),NPWRC,U.S. Geological Survey,Northern Prairie Wildlife Research Center,"8711 37th St., SE",Jamestown,ND,58401,U.S.A.,www.npwrc.usgs.gov,Jay Hestbeck,701-253-5515,701-253-5553,jay_hestbeck@usgs.gov,,,,,50,,,regional emphasis (northern Great Plains),,,,no,,,NPSC,,this survey,Holahan,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,North Dakota,"University of North Dakota, Vertebrate Museum",UND,,Department of Biology,University of North Dakota,Grand Forks,ND,58202,U.S.A.,,Rick A. Sweitzer,701-777-4676,701-777-2623,richard_sweitzer@und.nodak.edu,,,,,4500,,Rodentia,Northern Great Plains,,,,no,,,,,this survey,Holahan,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,Ohio,"Biology Collections, Dayton Society of Natural History",DSNH,,,2600 DeWeese Parkway,Dayton,OH,45414,U.S.A.,www.boonshoftmuseum.org,"Donna Lewis, Asst. Curator of Biology",937-275-7431 ext 114,937-275-5811,dlewis@boonshoftmuseum.org,"Lynn Simonelli, Collections Manager",,,lsimonelli@boonshoftmuseum.org,2008,0, ,Southwestern Oho species; local emphasis, , , ,yes,no,,,,this survey,McLaren,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
